"WB"	"min"	"max"	"value"	"n"	"Indicator"	"Unit"	"type"	"Kysttype"	"Salinitet"	"SalinityClass"	"Match"	"MatchValue"	"Region"	"Kvalitetselement"	"Indikator"	"NotUsed"	"Ref"	"HG"	"GM"	"MP"	"PB"	"Worst"	"ClassID"	"EQR"	"Class"
"0132010300-C"	6.60676205043609	7.75315669924021	7.16749482137653	10	"NH4_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0132010400-C"	6.59224135543291	6.59224135543291	6.59224135543291	1	"NH4_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0132030300-C"	6.78881949931383	6.95455340869152	6.8593993169757	3	"NH4_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0132030400-C"	6.51590763892119	6.54993756975119	6.52828408796818	3	"NH4_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0132030500-C"	6.52173602409088	6.53533714321943	6.52853658365516	2	"NH4_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0132030600-C"	6.51905856682704	6.52064827084541	6.51985341883623	2	"NH4_summer"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201000030-2-C"	6.55376995756076	6.65598821697327	6.59988449055415	8	"NH4_summer"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201000030-3-C"	6.39505238143297	7.20905223488808	6.5112647919001	231	"NH4_summer"	"[µg-N/l]"	"N1"	"Åpen eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201000031-C"	5.45347077170244	7.42446107990467	6.61673627966521	252	"NH4_summer"	"[µg-N/l]"	"N1"	"Åpen eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201010200-C"	6.2914013919922	6.42533476306842	6.36315972683951	32	"NH4_summer"	"[µg-N/l]"	"N4"	"Ferskvannspåvirket beskyttet fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201010300-C"	6.32171085304939	6.38258305994364	6.35199980287862	13	"NH4_summer"	"[µg-N/l]"	"N4"	"Ferskvannspåvirket beskyttet fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201010400-C"	6.39502589977705	6.57406781269954	6.46855147037457	13	"NH4_summer"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201010500-C"	6.39264728071598	6.39264728071598	6.39264728071598	1	"NH4_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201010600-C"	6.40520124423962	6.41526948488676	6.41023536456319	2	"NH4_summer"	"[µg-N/l]"	"N4"	"Ferskvannspåvirket beskyttet fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201010700-1-C"	7.1663496276507	7.28245258961733	7.24206805401124	3	"NH4_summer"	"[µg-N/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201010700-2-C"	7.41817041028004	7.41817041028004	7.41817041028004	1	"NH4_summer"	"[µg-N/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201010800-C"	7.27429692332561	8.76315932033154	7.98121320522396	13	"NH4_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201010900-C"	8.8888792217924	13.6062736499768	10.5942785729582	10	"NH4_summer"	"[µg-N/l]"	"N5"	"Sterkt ferskvannspåvirket fjord"	"Mesohalin (5 - 18)"	"5"	"SalinityClass"	"5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0201011000-C"	7.66750334203243	8.22466833373675	7.8668137864964	17	"NH4_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201011100-C"	7.6703324340857	7.6703324340857	7.6703324340857	1	"NH4_summer"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201011400-C"	7.36915038182185	7.36915038182185	7.36915038182185	1	"NH4_summer"	"[µg-N/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201020100-1-C"	7.26898878067732	9.71112513886048	8.10454274490203	21	"NH4_summer"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201020200-C"	7.65168751718906	7.83713775643936	7.75062650728684	3	"NH4_summer"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201020302-C"	9.79740568135793	17.6282815016233	12.3018463030457	13	"NH4_summer"	"[µg-N/l]"	"N5"	"Sterkt ferskvannspåvirket fjord"	"Mesohalin (5 - 18)"	"5"	"SalinityClass"	"5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0201020400-C"	7.58174709287974	9.36771091589561	8.50877114794367	22	"NH4_summer"	"[µg-N/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0201020800-C"	7.21343570947647	7.80383336715973	7.55159052217809	4	"NH4_summer"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), sommer"	NA	NA	19	50	200	325	NA	5	0.9	"High"
"0101000030-1-C"	7.40668874543704	10.4378350464146	7.66975405200399	547	"NH4_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101000030-2-C"	7.47727471221699	7.64235040277577	7.5667039454476	401	"NH4_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101000031-C"	7.52493950456716	8.15132101499633	7.6323107881933	190	"NH4_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101000032-3-C"	7.55783807963468	7.63855386583993	7.60222604659564	185	"NH4_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101000032-4-C"	7.55969795450736	10.6430276548595	7.97161350630924	190	"NH4_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101010301-C"	8.63368808988775	13.0045880233304	10.06997140137	74	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101010305-C"	9.12327652432945	9.22094759445512	9.16705171579725	5	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101010306-C"	9.09606662158216	10.1961464630754	9.54102863434158	16	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101010401-C"	10.1001073252619	15.5141564245974	12.376771207271	67	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101010405-C"	13.1749045410183	23.1550029971626	18.1422774170252	22	"NH4_winter"	"[µg-N/l]"	"S5"	"Sterkt ferskvannspåvirket fjord"	"Skagerak (5 - 25)"	"18"	"SalinityClass"	"18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0101010406-C"	7.88417858320675	7.88417858320675	7.88417858320675	1	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101010407-C"	7.98878903636772	11.3676442282923	10.3501614380753	4	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101010408-C"	10.6257177326786	11.7000281268291	11.1241456907361	11	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101010500-C"	8.48050907656048	15.7976161027223	10.8959505570004	31	"NH4_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020101-1-C"	7.5504032447097	7.96034026480793	7.67982023370705	123	"NH4_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020101-2-C"	7.48795871721225	8.69328944736652	7.739755920179	177	"NH4_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020102-2-C"	7.9072833047824	7.9072833047824	7.9072833047824	1	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020104-C"	7.53708476096057	7.55467405312517	7.54549309622482	3	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020105-C"	7.45745088327467	7.54971267333192	7.51557297686513	7	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020200-1-C"	7.48609254869182	8.05482852827297	7.67140574178144	74	"NH4_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020200-2-C"	7.76441183083513	8.47176359476668	8.06169639390506	95	"NH4_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020300-1-C"	8.20910726805751	8.67619119567818	8.47434559096111	21	"NH4_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020300-2-C"	7.6828193828631	8.41230076317037	7.9114897944602	137	"NH4_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020500-C"	7.72582196519616	7.92996206243386	7.86682129102903	55	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020601-C"	7.44450424628311	7.82016851727882	7.59813877145831	187	"NH4_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020602-C"	7.36437010798561	7.44937897766574	7.40472995468442	9	"NH4_winter"	"[µg-N/l]"	"S5"	"Sterkt ferskvannspåvirket fjord"	"Skagerak (5 - 25)"	"18"	"SalinityClass"	"18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0101020603-C"	7.40050658081355	7.44871045866709	7.42244848709428	7	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020701-5-C"	7.58074048094535	7.89959773186887	7.68412789324432	66	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020702-1-C"	7.56852993000759	7.8786637913645	7.72359686068604	2	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020702-2-C"	7.5155206188727	7.73430999343315	7.60523406792892	14	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020801-C"	10.5142092728213	22.6148522569892	13.9341414287463	60	"NH4_winter"	"[µg-N/l]"	"S5"	"Sterkt ferskvannspåvirket fjord"	"Skagerak (5 - 25)"	"18"	"SalinityClass"	"18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0101020802-C"	9.64520783873087	10.4430183423369	10.0203788164682	24	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101020900-C"	8.97473018423895	9.4220646522688	9.07779322665599	31	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101021000-1-C"	7.97445666589094	9.16924948337373	8.35418925694747	38	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101021000-2-C"	8.56282229369946	9.74443850055169	8.98456681774657	80	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101021100-C"	8.62909542409222	8.77208305275842	8.6777444187175	6	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101030101-6-C"	7.96515149480841	9.14774972401308	8.3227357546042	15	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101030102-1-C"	7.65505255675048	7.96544815884547	7.79579248756505	7	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101030102-2-C"	7.4367961756299	7.65084306510647	7.51786948061686	59	"NH4_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101030200-C"	7.59232263986984	7.7896647958943	7.66738406934025	19	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101030300-C"	7.59800620695178	7.66164765498611	7.62483059641299	26	"NH4_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101030400-C"	7.53364006354568	7.61878523699353	7.57634280306803	23	"NH4_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101030600-C"	7.49931855449516	7.55727146381742	7.52892144314582	6	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101030700-C"	7.49377665894755	7.55668791257933	7.52570512701063	3	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101040100-C"	7.4660024093778	7.51012099258016	7.48701272734096	5	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101040200-2-C"	7.36921723873428	7.52508610553956	7.44076207825977	20	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101040300-3-C"	7.76919012290708	12.0216895623154	9.08412775781847	31	"NH4_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101040300-4-C"	8.40132776840349	8.78136080369521	8.59134428604935	2	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101040400-2-C"	7.8115072859807	8.13761054598883	7.95745276313149	5	"NH4_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0101040500-C"	7.67954423655285	7.67954423655285	7.67954423655285	1	"NH4_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0110000030-C"	7.57791710368703	8.1288053905696	7.71074000091953	131	"NH4_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0110000031-C"	7.55701766924912	8.04710196578101	7.70216492280589	116	"NH4_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0110000032-1-C"	7.58873947986056	7.72001971187217	7.64065616068728	11	"NH4_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
"0110000032-2-C"	7.52068974529759	7.69648709725798	7.57304374354609	62	"NH4_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Ammonium-nitrogen (µg N/l), vinter"	NA	NA	33	75	155	325	NA	5	0.9	"High"
